,Id,UserName,Tweet
0,1456000301455052801,ndoriAmurigu,"@Safaricom_Care I've logged out and uninstalled the #mpesa_app. I hope (I'm not convinced) that I'm now safe from this virus‼️

Thanks👍 @NationMediaGrp for your #not_day_sooner feature. https://t.co/prhhrOSisG"
